# Tatoeba English short-word priors; generated by generate_short_word_ngrams.py
# previous<TAB>next<TAB>weight or prior<TAB>previous<TAB>next<TAB>weight
they	say	12
they're	not	12
thing	to	12
things	are	12
things	to	12
think	he	11
think	it	12
think	of	12
think	the	11
think	we	12
think	you	13
thinking	of	12
this	car	11
this	for	11
this	has	11
this	in	11
this	is	14
this	job	11
this	one	12
this	to	12
this	was	12
this	way	11
those	who	12
thought	he	11
thought	it	12
thought	of	11
thought	you	13
thousands	of	14
threat	to	12
threatened	to	11
three	of	11
through	the	14
throughout	the	13
tidy	up	11
time	and	11
time	do	11
time	for	12
time	in	11
time	is	11
time	of	11
time	to	13
time	we	11
time	you	12
tip	of	11
tired	of	13
title	of	11
to	all	11
to	an	11
to	ask	12
to	be	14
to	bed	12
to	buy	13
to	cry	11
to	cut	11
to	die	12
to	do	14
to	eat	13
to	end	11
to	fix	12
to	get	13
to	go	14
to	her	13
to	him	13
to	his	13
to	it	12
to	let	12
to	me	13
to	my	12
to	one	11
to	our	12
to	pay	12
to	put	12
to	run	11
to	say	13
to	see	13
to	set	11
to	sit	11
to	the	14
to	try	12
to	us	12
to	use	12
to	win	12
to	you	13
today	is	12
told	her	12
told	him	12
told	me	15
told	the	11
told	us	11
told	you	12
ton	of	13
tons	of	13
too	far	11
took	his	11
took	me	11
took	off	11
took	the	12
top	of	13
toward	the	12
towards	the	13
track	of	11
transferred	to	11
translation	is	11
trapped	in	12
tried	to	15
tries	to	13
trunk	of	11
try	it	11
try	to	14
trying	to	15
turn	off	12
turn	the	11
turned	off	11
turned	out	12
turned	the	11
two	of	11
type	of	14
types	of	13
unable	to	14
unaware	of	12
under	the	13
underneath	the	11
understand	the	12
unless	you	12
unlikely	to	11
unlock	the	12
unlocked	the	11
until	the	12
unwilling	to	13
up	all	11
up	and	12
up	at	12
up	for	12
up	his	12
up	in	12
up	my	11
up	on	12
up	the	13
up	to	13
ups	and	11
urge	to	12
us	all	11
us	to	13
use	of	11
use	the	12
used	to	15
vain	to	11
valid	for	11
variety	of	13
verge	of	13
version	of	12
victim	of	11
victims	of	11
volume	of	11
volunteered	to	12
vote	for	12
voted	for	11
wait	for	13
waited	for	13
waiting	for	14
wake	up	13
wakes	up	12
waking	up	12
walk	to	11
want	it	11
want	me	12
want	to	15
want	you	12
wanted	to	15
wanting	to	13
wants	to	15
warmth	of	11
was	all	11
was	an	12
was	at	12
was	in	13
was	it	11
was	my	11
was	no	12
was	not	12
was	on	12
was	out	11
was	so	12
was	the	13
was	to	11
was	too	12
wash	the	12
washes	his	11
waste	of	12
watch	the	11
watched	the	12
water	in	11
water	is	12
watered	the	11
way	of	12
way	out	11
way	to	13
way	too	11
way	you	11
ways	to	12
we	all	12
we	are	13
we	can	13
we	did	12
we	do	12
we	get	12
we	go	12
we	got	12
we	had	12
we	may	11
we	saw	11
we'll	be	12
we're	all	11
we're	not	12
we've	got	12
weather	is	12
welcome	to	13
well	as	12
went	on	12
went	out	12
went	to	14
were	all	11
were	in	11
were	not	11
were	the	11
were	you	12
what	are	13
what	can	11
what	did	12
what	do	13
what	he	13
what	is	13
what	it	12
what	she	12
what	the	12
what	to	12
what	was	12
what	we	12
what	you	13
what're	you	13
what's	the	13
what've	you	12
whatever	you	12
when	are	11
when	did	12
when	do	11
when	he	13
when	it	12
when	she	12
when	the	12
when	was	12
when	we	12
when	you	13
when's	the	11
whenever	you	12
where	are	12
where	did	13
where	do	12
where	he	12
where	is	12
where	it	11
where	the	12
where	to	11
where	we	11
where	you	12
where's	the	13
wherever	you	12
which	is	12
which	one	11
who	are	12
who	can	11
who	did	12
who	do	11
who	has	11
who	is	12
who	was	12
who's	the	11
why	are	13
why	did	12
why	do	13
why	he	11
why	is	12
why	you	12
wife	is	11
will	be	14
will	do	11
will	get	11
will	go	11
will	it	11
will	not	12
will	the	11
will	we	11
will	you	13
willing	to	15
winning	the	11
wish	to	12
wish	you	12
with	all	11
with	an	11
with	her	13
with	him	13
with	his	13
with	it	12
with	me	13
with	my	12
with	the	13
with	us	12
with	you	13
without	you	11
woke	up	14
woken	up	12
woman	is	11
women	are	11
won	the	12
won't	be	13
won't	do	11
won't	let	11
won't	you	11
wonder	if	12
wondering	if	11
work	at	11
work	for	12
work	in	11
work	is	11
work	on	11
work	out	11
work	to	11
working	on	12
world	is	12
worn	out	12
worthy	of	13
would	be	13
would	do	11
would	not	11
would	you	14
wouldn't	be	12
wouldn't	do	11
yanni	got	11
yanni	had	11
yanni	has	12
yanni	is	13
yanni	was	13
year	old	11
years	ago	12
years	old	13
yell	at	12
yelled	at	12
yelling	at	11
you	all	12
you	an	11
you	and	11
you	are	13
you	ask	11
you	at	11
you	be	12
you	buy	12
you	can	13
you	did	12
you	do	13
you	eat	12
you	for	12
you	get	13
you	go	12
you	got	12
you	had	12
you	how	11
you	if	11
you	in	12
you	may	12
you	my	11
you	not	12
you	on	11
you	put	11
you	saw	11
you	say	12
you	see	12
you	so	12
you	the	12
you	to	13
you	try	11
you	two	11
you	up	11
you	use	11
you'd	be	12
you'll	be	12
you'll	get	11
you're	in	11
you're	not	13
you're	so	11
you're	the	12
you've	got	13
young	man	11
your	car	11
